"tumor_id","tumor_name","block_id","block_name","specimen_id","specimen_name","rna_well_id","polygon_id","structure_id","structure_abbreviation","structure_color","structure_name"
711547,"W31-1-1",711552,"W31-1-1-E",300820971,"W31-1-1-E.03",305273026,304282554,309780600,"CT-CD44","#005d04","Cellular Tumor sampled by high expression of gene CD44"
710684,"W29-1-1",710691,"W29-1-1-G",301313032,"W29-1-1-G.03",305405294,304724261,309780806,"CTpnz-CD44","#43d1f8","Perinecrotic zone sampled by high expression of gene CD44"
705727,"W4-1-1",705732,"W4-1-1-B.1",301589909,"W4-1-1-B.1.03",305952560,305271930,309780600,"CT-CD44","#005d04","Cellular Tumor sampled by high expression of gene CD44"
712625,"W38-1-1",712635,"W38-1-1-I",301805136,"W38-1-1-I.03",306124462,305383845,309817686,"CThbv-CD44","#0ff660","Hyperplastic blood vessels in cellular tumor sampled by high expression of gene CD44"
703393,"W1-1-2",703397,"W1-1-2-D.2",297710593,"W1-1-2-D.2.01",300173630,298727153,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
703393,"W1-1-2",703401,"W1-1-2-H.2",297710624,"W1-1-2-H.2.01",300173636,298728333,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
703393,"W1-1-2",707527,"W1-1-2-Q.1",297710602,"W1-1-2-Q.1.01",300629315,298804628,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
703493,"W2-1-1",703610,"W2-1-1-D.1",297919717,"W2-1-1-D.1.01",300629344,299625432,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
703493,"W2-1-1",703612,"W2-1-1-F.1",297919735,"W2-1-1-F.1.01",300629350,299625498,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
703493,"W2-1-1",707505,"W2-1-1-N.1",297919727,"W2-1-1-N.1.01",300629358,299625636,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705758,"W5-1-1",705796,"W5-1-1-K.2",297989405,"W5-1-1-K.2.06",300629403,299660736,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705758,"W5-1-1",705802,"W5-1-1-N.2",297989868,"W5-1-1-N.2.01",300629424,299660538,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705758,"W5-1-1",705805,"W5-1-1-O.2",297989969,"W5-1-1-O.2.03",300629432,299660671,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705803,"W9-1-1",705809,"W9-1-1-B.2",298126739,"W9-1-1-B.2.01",301287570,299833137,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705803,"W9-1-1",705815,"W9-1-1-D.1",298127798,"W9-1-1-D.1.01",301287582,299833183,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705803,"W9-1-1",705846,"W9-1-1-K.2",298127926,"W9-1-1-K.2.01",302262300,299901410,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705859,"W11-1-1",705864,"W11-1-1-C.1",298129085,"W11-1-1-C.1.01",301287613,300013844,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705859,"W11-1-1",705866,"W11-1-1-D.1",298129843,"W11-1-1-D.1.01",301287630,300013882,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705859,"W11-1-1",705870,"W11-1-1-F.1",298129913,"W11-1-1-F.1.01",301287636,300013903,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
710262,"W26-1-1",710267,"W26-1-1-E",298294668,"W26-1-1-E.03",301626681,300536563,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
710262,"W26-1-1",710268,"W26-1-1-F",298295390,"W26-1-1-F.03",301626685,300536632,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
710262,"W26-1-1",710271,"W26-1-1-I",298294685,"W26-1-1-I.03",301626689,300536682,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
711547,"W31-1-1",711548,"W31-1-1-A",298321876,"W31-1-1-A.01",301626693,300537378,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
711547,"W31-1-1",711553,"W31-1-1-F",298327973,"W31-1-1-F.03",301287698,300538212,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
711547,"W31-1-1",711556,"W31-1-1-H",298325130,"W31-1-1-H.06",301287708,300538932,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705757,"W8-1-1",705777,"W8-1-1-F.1",298804409,"W8-1-1-F.1.01",301626597,300734263,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705757,"W8-1-1",705782,"W8-1-1-G.1",298804448,"W8-1-1-G.1.01",301626605,300734265,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705757,"W8-1-1",705786,"W8-1-1-H.1",298804656,"W8-1-1-H.1.01",302264000,300734585,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
711560,"W32-1-1",711561,"W32-1-1-A",301313068,"W32-1-1-A.01",304950286,302021692,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
711560,"W32-1-1",711562,"W32-1-1-B",301313075,"W32-1-1-B.01",304950292,302021716,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
711560,"W32-1-1",711565,"W32-1-1-E",301313093,"W32-1-1-E.03",304357555,302021835,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
292163427,"W55-1-1",292163442,"W55-1-1-C",300346558,"W55-1-1-C.03",303748303,300978194,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
292163427,"W55-1-1",292163450,"W55-1-1-D",300346592,"W55-1-1-D.03",303748309,300979037,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
292163427,"W55-1-1",292163478,"W55-1-1-G",300347459,"W55-1-1-G.03",303748328,301028664,309780592,"CT-reference-histology","#005d04","Cellular Tumor sampled by reference histology"
705757,"W8-1-1",705761,"W8-1-1-A.1",299863510,"W8-1-1-A.1.03",303748260,301031147,309780684,"CT-control-ID2","#005d04","Cellular Tumor sampled by low expression of gene ID2"
705803,"W9-1-1",705836,"W9-1-1-I.2",299863527,"W9-1-1-I.2.03",303748330,301031494,309780792,"CT-control-TGFBR2","#005d04","Cellular Tumor sampled by low expression of gene TGFBR2"
705859,"W11-1-1",705869,"W11-1-1-E.2",299863542,"W11-1-1-E.2.03",303748264,301031623,309780796,"CT-control-TNFAIP3","#005d04","Cellular Tumor sampled by low expression of gene TNFAIP3"
709556,"W16-1-1",709562,"W16-1-1-F",299863564,"W16-1-1-F.03",303748334,301139502,309780792,"CT-control-TGFBR2","#005d04","Cellular Tumor sampled by low expression of gene TGFBR2"
709529,"W21-1-1",709534,"W21-1-1-E",299863575,"W21-1-1-E.03",303748338,301141617,309780688,"CT-control-IGFBP2","#005d04","Cellular Tumor sampled by low expression of gene IGFBP2"
709564,"W22-1-1",709570,"W22-1-1-F",299863584,"W22-1-1-F.03",304950300,301142171,309780792,"CT-control-TGFBR2","#005d04","Cellular Tumor sampled by low expression of gene TGFBR2"
711653,"W36-1-1",711658,"W36-1-1-E",299863594,"W36-1-1-E.03",303748342,301181537,309780796,"CT-control-TNFAIP3","#005d04","Cellular Tumor sampled by low expression of gene TNFAIP3"
712737,"W40-1-1",712746,"W40-1-1-I",299863602,"W40-1-1-I.03",304357561,301213284,309780720,"CT-control-PDPN","#005d04","Cellular Tumor sampled by low expression of gene PDPN"
159996940,"W19-1-1",159997011,"W19-1-1-B",299863615,"W19-1-1-B.03",304357565,301215756,309780792,"CT-control-TGFBR2","#005d04","Cellular Tumor sampled by low expression of gene TGFBR2"
268091649,"W53-1-1",268091660,"W53-1-1-B",300113629,"W53-1-1-B.03",304357518,301428468,309780700,"CT-control-MET-ID2","#005d04","Cellular Tumor sampled by low expression of genes MET and ID2"
703393,"W1-1-2",707513,"W1-1-2-E.1",300113644,"W1-1-2-E.1.03",304950326,301429001,309780732,"CT-control-PDPN-TGFBR2","#005d04","Cellular Tumor sampled by low expression of genes PDPN and TGFBR2"
706190,"W12-1-1",706198,"W12-1-1-D.2",706867,"W12-1-1-D.2.05",304950249,301738104,309780740,"CT-control-PI3-ID2","#005d04","Cellular Tumor sampled by low expression of genes PI3 and ID2"
113597988,"W43-1-1",113598216,"W43-1-1-J",300113761,"W43-1-1-J.03",304950261,301738062,309780768,"CT-control-POSTN-PI3","#005d04","Cellular Tumor sampled by low expression of genes POSTN and PI3"
710684,"W29-1-1",710686,"W29-1-1-B",300115652,"W29-1-1-B.03",304357589,301738163,309780772,"CT-control-POSTN-TGFBR2","#005d04","Cellular Tumor sampled by low expression of genes POSTN and TGFBR2"
703493,"W2-1-1",703617,"W2-1-1-K.2",300344506,"W2-1-1-K.2.03",304357591,301889311,309780720,"CT-control-PDPN","#005d04","Cellular Tumor sampled by low expression of gene PDPN"
705704,"W3-1-1",705710,"W3-1-1-C.2",300344571,"W3-1-1-C.2.03",304357595,302799913,309780760,"CT-control-POSTN","#005d04","Cellular Tumor sampled by low expression of gene POSTN"
705727,"W4-1-1",705750,"W4-1-1-C.2",300344635,"W4-1-1-C.2.03",304357599,303726178,309780796,"CT-control-TNFAIP3","#005d04","Cellular Tumor sampled by low expression of gene TNFAIP3"
709556,"W16-1-1",709560,"W16-1-1-D",300344675,"W16-1-1-D.03",304357603,302803774,309780696,"CT-control-ITGA6","#005d04","Cellular Tumor sampled by low expression of gene ITGA6"
710659,"W28-1-1",710660,"W28-1-1-A",300344731,"W28-1-1-A.03",304477573,302920158,309817682,"CT-control-ID1","#005d04","Cellular Tumor sampled by low expression of gene ID1"
710684,"W29-1-1",710690,"W29-1-1-F",300344802,"W29-1-1-F.03",304477577,303497673,309780776,"CT-control-PROM1","#005d04","Cellular Tumor sampled by low expression of gene PROM1"
711574,"W33-1-1",711641,"W33-1-1-L",300345242,"W33-1-1-L.03",304477581,303497789,309780660,"CT-control-DANCR","#005d04","Cellular Tumor sampled by low expression of gene DANCR"
712653,"W39-1-1",712668,"W39-1-1-O",300345266,"W39-1-1-O.03",304703655,303498090,309780796,"CT-control-TNFAIP3","#005d04","Cellular Tumor sampled by low expression of gene TNFAIP3"
277805915,"W20-2-1",277806561,"W20-2-1-H",300345425,"W20-2-1-H.03",304950370,303548125,309780716,"CT-control-PDGFRA","#005d04","Cellular Tumor sampled by low expression of gene PDGFRA"
277805915,"W20-2-1",277806568,"W20-2-1-I",300346030,"W20-2-1-I.03",304950374,303707804,309780776,"CT-control-PROM1","#005d04","Cellular Tumor sampled by low expression of gene PROM1"
277805915,"W20-2-1",277806957,"W20-2-1-L",300346216,"W20-2-1-L.03",304950405,303625120,309780760,"CT-control-POSTN","#005d04","Cellular Tumor sampled by low expression of gene POSTN"
286837173,"W54-1-1",286837219,"W54-1-1-C",300346253,"W54-1-1-C.03",304950409,303728392,309780660,"CT-control-DANCR","#005d04","Cellular Tumor sampled by low expression of gene DANCR"
711645,"W34-1-1",711652,"W34-1-1-G",300646540,"W34-1-1-G.03",305272792,304075686,309780772,"CT-control-POSTN-TGFBR2","#005d04","Cellular Tumor sampled by low expression of genes POSTN and TGFBR2"
712737,"W40-1-1",712747,"W40-1-1-J",300646554,"W40-1-1-J.03",305272798,304088207,309780676,"CT-control-ID1-POSTN","#005d04","Cellular Tumor sampled by low expression of genes ID1 and POSTN"
709564,"W22-1-1",709572,"W22-1-1-H",300820955,"W22-1-1-H.03",305272994,304280032,309780748,"CT-control-PI3-MYC","#005d04","Cellular Tumor sampled by low expression of genes PI3 and MYC"
711547,"W31-1-1",711552,"W31-1-1-E",300820971,"W31-1-1-E.03",305273000,304288795,309780692,"CT-control-IGFBP2-CD44-TGFBR2","#005d04","Cellular Tumor sampled by low expression of genes IGFBP2, CD44 and TGFBR2"
711645,"W34-1-1",711649,"W34-1-1-D",300820979,"W34-1-1-D.03",305273032,304289956,309780752,"CT-control-PI3-NOS2-TNFAIP3","#005d04","Cellular Tumor sampled by low expression of genes PI3, NOS2 and TNFAIP3"
705735,"W6-1-1",705741,"W6-1-1-C.2",301017700,"W6-1-1-C.2.06",305273040,304566642,309780756,"CT-control-PI3-TGFBR2","#005d04","Cellular Tumor sampled by low expression of genes PI3 and TGFBR2"
286837173,"W54-1-1",286837301,"W54-1-1-F",301019903,"W54-1-1-F.03",305461070,304550426,309780780,"CT-control-PROM1-HIF1A","#005d04","Cellular Tumor sampled by low expression of genes PROM1 and HIF1A"
268091690,"W22-2-1",268091701,"W22-2-1-A",301019932,"W22-2-1-A.03",305461076,304703456,309780728,"CT-control-PDPN-PI3","#005d04","Cellular Tumor sampled by low expression of genes PDPN and PI3"
708983,"W13-1-1",709260,"W13-1-1-A",301313020,"W13-1-1-A.03",305461082,304732059,309780764,"CT-control-POSTN-IGFBP2","#005d04","Cellular Tumor sampled by low expression of genes POSTN and IGFBP2"
710684,"W29-1-1",710691,"W29-1-1-G",301313032,"W29-1-1-G.03",305405292,304724233,309780652,"CT-control-CD44-MYC","#005d04","Cellular Tumor sampled by low expression of genes CD44 and MYC"
113597988,"W43-1-1",113598205,"W43-1-1-I",301313039,"W43-1-1-I.03",305405298,304763886,309780664,"CT-control-DANCR-IGFBP2","#005d04","Cellular Tumor sampled by low expression of genes DANCR and IGFBP2"
268091649,"W53-1-1",268091663,"W53-1-1-C",301313046,"W53-1-1-C.03",305405304,304774996,309780712,"CT-control-NOS2","#005d04","Cellular Tumor sampled by low expression of gene NOS2"
709529,"W21-1-1",709531,"W21-1-1-B",301589931,"W21-1-1-B.06",305461103,304999803,309780736,"CT-control-PI3","#005d04","Cellular Tumor sampled by low expression of gene PI3"
705727,"W4-1-1",705732,"W4-1-1-B.1",301589909,"W4-1-1-B.1.03",305952558,305271931,309780648,"CT-control-CD44","#005d04","Cellular Tumor sampled by low expression of gene CD44"
705810,"W10-1-1",705850,"W10-1-1-I.2",706838,"W10-1-1-I.2.03",305461107,304999708,309780744,"CT-control-PI3-IGFBP2","#005d04","Cellular Tumor sampled by low expression of genes PI3 and IGFBP2"
711574,"W33-1-1",711580,"W33-1-1-F",301589945,"W33-1-1-F.03",305952566,305162071,309780668,"CT-control-ID1-ITGA6","#005d04","Cellular Tumor sampled by low expression of genes ID1 and ITGA6"
710659,"W28-1-1",710673,"W28-1-1-N",301804804,"W28-1-1-N.03",306124406,305274736,309817678,"CT-control-HIF1A","#005d04","Cellular Tumor sampled by low expression of gene HIF1A"
268091649,"W53-1-1",268091670,"W53-1-1-E",301313055,"W53-1-1-E.03",306124414,305382985,309780760,"CT-control-POSTN","#005d04","Cellular Tumor sampled by low expression of gene POSTN"
705704,"W3-1-1",705717,"W3-1-1-E.1",706743,"W3-1-1-E.1.04",306124418,305383411,309780720,"CT-control-PDPN","#005d04","Cellular Tumor sampled by low expression of gene PDPN"
705803,"W9-1-1",705812,"W9-1-1-C.2",298128035,"W9-1-1-C.2.04",306124422,305272657,309780784,"CT-control-PROM1-POSTN","#005d04","Cellular Tumor sampled by low expression of genes PROM1 and POSTN"
705810,"W10-1-1",705834,"W10-1-1-E.2",301589924,"W10-1-1-E.2.03",306124452,305273205,309780788,"CT-control-PROM1-TNFAIP3-POSTN","#005d04","Cellular Tumor sampled by low expression of genes PROM1, TNFAIP3 and POSTN"
712625,"W38-1-1",712635,"W38-1-1-I",301805136,"W38-1-1-I.03",306124460,305383832,309780656,"CT-control-CD44-PROM1-ITGA6","#005d04","Cellular Tumor sampled by low expression of genes CD44, PROM1 and ITGA6"
705704,"W3-1-1",705708,"W3-1-1-B.2",299863489,"W3-1-1-B.2.03",306124486,305928182,309780796,"CT-control-TNFAIP3","#005d04","Cellular Tumor sampled by low expression of gene TNFAIP3"
161243949,"W48-1-1",161247996,"W48-1-1-M",300113664,"W48-1-1-M.03",306124488,305929638,309780680,"CT-control-ID1-TGFBR2","#005d04","Cellular Tumor sampled by low expression of genes ID1 and TGFBR2"
705727,"W4-1-1",705729,"W4-1-1-A.1",299863497,"W4-1-1-A.1.03",305952554,301031159,309780736,"CT-control-PI3","#005d04","Cellular Tumor sampled by low expression of gene PI3"
709556,"W16-1-1",709558,"W16-1-1-B",299863550,"W16-1-1-B.03",304357512,301139019,309780736,"CT-control-PI3","#005d04","Cellular Tumor sampled by low expression of gene PI3"
268091649,"W53-1-1",268091655,"W53-1-1-A",300113619,"W53-1-1-A.03",304703663,301426703,309780704,"CT-control-MET-TGFBR2","#005d04","Cellular Tumor sampled by low expression of genes MET and TGFBR2"
277857081,"W27-2-1",277857141,"W27-2-1-I",300113656,"W27-2-1-I.03",304950380,301738097,309780724,"CT-control-PDPN-HIF1A","#005d04","Cellular Tumor sampled by low expression of genes PDPN and HIF1A"
113597519,"W42-1-1",113597822,"W42-1-1-G",300345334,"W42-1-1-G.03",305461115,303548082,309780660,"CT-control-DANCR","#005d04","Cellular Tumor sampled by low expression of gene DANCR"
113597519,"W42-1-1",113597872,"W42-1-1-J",300646642,"W42-1-1-J.03",305272986,304088328,309780728,"CT-control-PDPN-PI3","#005d04","Cellular Tumor sampled by low expression of genes PDPN and PI3"
277857081,"W27-2-1",277857109,"W27-2-1-D",300646671,"W27-2-1-D.03",305272988,304089087,309780708,"CT-control-MYC","#005d04","Cellular Tumor sampled by low expression of gene MYC"
711560,"W32-1-1",711565,"W32-1-1-E",301804815,"W32-1-1-E.04",306124511,305000266,309780684,"CT-control-ID2","#005d04","Cellular Tumor sampled by low expression of gene ID2"
705711,"W7-1-1",705716,"W7-1-1-A.2",300113844,"W7-1-1-A.2.03",305461119,301738033,309780672,"CT-control-ID1-PDPN","#005d04","Cellular Tumor sampled by low expression of genes ID1 and PDPN"
705859,"W11-1-1",705873,"W11-1-1-G.2",298130238,"W11-1-1-G.2.01",301287644,300087206,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
703393,"W1-1-2",703397,"W1-1-2-D.2",297710593,"W1-1-2-D.2.01",300173634,298726077,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
703393,"W1-1-2",703401,"W1-1-2-H.2",297710624,"W1-1-2-H.2.01",300629309,298728059,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
703393,"W1-1-2",703407,"W1-1-2-N.1",297712758,"W1-1-2-N.1.01",300173646,298763387,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
703493,"W2-1-1",703610,"W2-1-1-D.1",297919717,"W2-1-1-D.1.01",300629348,299280737,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
703493,"W2-1-1",707505,"W2-1-1-N.1",297919727,"W2-1-1-N.1.01",300629376,298840345,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
703493,"W2-1-1",703620,"W2-1-1-N.2",297919745,"W2-1-1-N.2.01",300629384,299301737,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705758,"W5-1-1",705795,"W5-1-1-K.1",706750,"W5-1-1-K.1.01",301287568,299627012,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705758,"W5-1-1",705796,"W5-1-1-K.2",297989405,"W5-1-1-K.2.06",300629422,299627059,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705758,"W5-1-1",705805,"W5-1-1-O.2",297989969,"W5-1-1-O.2.03",300629436,299627272,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705803,"W9-1-1",705833,"W9-1-1-H.2",298127853,"W9-1-1-H.2.01",302262290,299798779,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705859,"W11-1-1",705866,"W11-1-1-D.1",298129843,"W11-1-1-D.1.01",301287632,300010732,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705859,"W11-1-1",705884,"W11-1-1-M.1",298130884,"W11-1-1-M.1.01",301626679,300080253,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
711547,"W31-1-1",711548,"W31-1-1-A",298321876,"W31-1-1-A.01",301287692,300346421,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
711547,"W31-1-1",711553,"W31-1-1-F",298327973,"W31-1-1-F.03",301287700,300350402,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
711547,"W31-1-1",711558,"W31-1-1-J",298327989,"W31-1-1-J.01",301287736,300352007,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705757,"W8-1-1",705786,"W8-1-1-H.1",298804656,"W8-1-1-H.1.01",302264006,300580106,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
292163427,"W55-1-1",292163457,"W55-1-1-E",300346772,"W55-1-1-E.03",302264008,300979508,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
292163427,"W55-1-1",292163468,"W55-1-1-F",300347392,"W55-1-1-F.03",302264010,300991074,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
292163427,"W55-1-1",292163478,"W55-1-1-G",300347459,"W55-1-1-G.03",303748199,301028683,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
711560,"W32-1-1",711561,"W32-1-1-A",301313068,"W32-1-1-A.01",304950290,301993340,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
711560,"W32-1-1",711562,"W32-1-1-B",301313075,"W32-1-1-B.01",304950296,301993978,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
711560,"W32-1-1",711565,"W32-1-1-E",301313093,"W32-1-1-E.03",304357559,301994543,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705803,"W9-1-1",705842,"W9-1-1-J.2",298127885,"W9-1-1-J.2.01",303748201,299832098,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
705803,"W9-1-1",705846,"W9-1-1-K.2",298127926,"W9-1-1-K.2.01",301287738,299803104,309780906,"CTmvp-reference-histology","#0ff330","Microvascular proliferation sampled by reference histology"
703393,"W1-1-2",703401,"W1-1-2-H.2",297710624,"W1-1-2-H.2.01",300173642,298728030,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703393,"W1-1-2",707527,"W1-1-2-Q.1",297710602,"W1-1-2-Q.1.01",300629317,298803517,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703393,"W1-1-2",707529,"W1-1-2-V.1",297712159,"W1-1-2-V.1.01",300629321,298804188,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703493,"W2-1-1",703610,"W2-1-1-D.1",297919717,"W2-1-1-D.1.01",300629346,299412599,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703493,"W2-1-1",703612,"W2-1-1-F.1",297919735,"W2-1-1-F.1.01",300629370,299416139,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
703493,"W2-1-1",707505,"W2-1-1-N.1",297919727,"W2-1-1-N.1.01",300629360,299416222,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705758,"W5-1-1",705796,"W5-1-1-K.2",297989405,"W5-1-1-K.2.06",300629405,299658405,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705758,"W5-1-1",705802,"W5-1-1-N.2",297989868,"W5-1-1-N.2.01",300629426,299658571,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705758,"W5-1-1",705805,"W5-1-1-O.2",297989969,"W5-1-1-O.2.03",300629434,299660347,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705803,"W9-1-1",705833,"W9-1-1-H.2",298127853,"W9-1-1-H.2.01",302262292,299734823,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705803,"W9-1-1",705842,"W9-1-1-J.2",298127885,"W9-1-1-J.2.01",302262298,299785352,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705859,"W11-1-1",705862,"W11-1-1-B.1",298129058,"W11-1-1-B.1.01",301287611,299910671,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705859,"W11-1-1",705864,"W11-1-1-C.1",298129085,"W11-1-1-C.1.01",301287615,299902317,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
705859,"W11-1-1",705866,"W11-1-1-D.1",298129843,"W11-1-1-D.1.01",301287634,299902340,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
710262,"W26-1-1",710267,"W26-1-1-E",298294668,"W26-1-1-E.03",301626683,300113675,309780846,"CTpan-reference-histology","#05d0aa","Pseudopalisading cells around necrosis sampled by reference histology"
